household lat long Strain wt90 wt120 wt150 wt180 country
TES1031 -8.09349833333333 36.7049933333333 Sasso 1169.05072463768 2381.65942028986 2015.59523809524 2379.88095238095 Tanzania
TES1032 -8.09303333333333 36.7029933333333 Sasso 1204.23913043478 2410.10869565217 2614.64285714286 3717.32142857143 Tanzania
TES1033 -8.1006211 36.7021019 Sasso 1153.1231884058 2306.60144927536 2014.40476190476 2687.61904761905 Tanzania
TES1038 -8.09173166666667 36.73313 Kuroiler 479.857466063348 1421.19230769231 1812.02952602953 1482.98523698524 Tanzania
TES1040 -8.08531333333333 36.7490333333333 Sasso 1221.17934782609 2388.08152173913 1874.79591836735 2262.04081632653 Tanzania
TES1041 -8.14991666666667 36.6913083333333 Sasso 1068.47849728127 1710.05242905243 2849.76382876383 3989.47522847523 Tanzania
TES1043 -8.15206833333333 36.68714 Sasso 905.272727272727 1755.97023809524 3931.68452380952 6107.39880952381 Tanzania
TES1044 -8.153425 36.691405 Sasso 1042.95168067227 1323.5873015873 3385.49206349206 5447.39682539683 Tanzania
TES1045 -8.15486833333333 36.6889333333333 Sasso 1178.1645021645 1805.22222222222 3156.88888888889 4508.55555555555 Tanzania
TES1046 -8.15513166666667 36.6889283333333 Sasso 1076.68376068376 1405.05860805861 3083.19047619048 4761.32234432234 Tanzania
TES1048 -8.14979 36.684115 Kuroiler 1304.06451612903 2084.72727272727 2869.816 3357.496 Tanzania
TES1051 -8.14749833333333 36.6865716666667 Sasso 791.814814814815 652.17316017316 1168.92640692641 1685.67965367965 Tanzania
TES1052 -8.14716333333333 36.6870383333333 Kuroiler 1231.78225806452 1745.4357031857 2034.08923076923 2303.07384615385 Tanzania
TES1054 -8.14682833333333 36.6848316666667 Kuroiler 1207.64267990074 1606.36415436415 2346.12507936508 3996.16317460318 Tanzania
TES1055 -8.14842833333333 36.68637 Kuroiler 1092.27791563275 1578.94342021615 1928.05454545455 2330.6 Tanzania
TES1056 -8.14837 36.6824933333333 Sasso 749.806637806638 812.780952380952 1151.6380952381 1490.49523809524 Tanzania
TES1058 -8.15376833333333 36.6880883333333 Sasso 1071.49259259259 1247.60544217687 2279.6462585034 3311.68707482993 Tanzania
TES1059 -8.15014833333333 36.6844233333333 Sasso 1053.89122807018 2142.63392857143 3135.04464285714 4127.45535714286 Tanzania
TES1062 -8.150565 36.680945 Sasso 939.166666666667 1194.47619047619 3744.29761904762 6294.11904761905 Tanzania
TES1066 -8.15107333333333 36.6897316666667 Kuroiler 1045.88895781638 1388.50718725719 1692.16923076923 2144.93846153846 Tanzania
TES1067 -8.15451 36.6801766666667 Sasso 849.5 1056.57142857143 2718.35714285714 4380.14285714286 Tanzania
TES1071 -8.15392833333333 36.690615 Sasso 871.991361579597 894.833333333333 2037.33333333333 3179.83333333333 Tanzania
TES1072 -8.15348166666667 36.6848583333333 Sasso 981.559829059829 972.62518037518 1997.93903318903 3023.25288600289 Tanzania
TES1073 -8.15378 36.6946866666667 Sasso 792.444570135747 1226.99206349206 1998.18253968254 2769.37301587302 Tanzania
TES1078 -8.152165 36.69208 Kuroiler 935.563049853372 1014.47474747475 1238.90666666667 1556.83393939394 Tanzania
TES1080 -8.15220666666667 36.6819666666667 Sasso 857.925925925926 828.230158730159 1513.70634920635 2199.18253968254 Tanzania
TES1121 -8.14156666666667 36.6709283333333 Sasso 1338.14583333333 2165.74609375 1946.25390625 1726.76171875 Tanzania
TES1123 -8.14329333333333 36.6694883333333 Sasso 1415.98611111111 2046.296875 1567.703125 1089.109375 Tanzania
TES1124 -8.14319166666667 36.6693166666667 Sasso 1387.23148148148 2024.375 1805.625 1586.875 Tanzania
TES1125 -8.14159166666667 36.6709966666667 Sasso 1337.94444444444 2427.26388888889 2789.84722222222 3152.43055555556 Tanzania
TES1126 -8.14094333333333 36.6713583333333 Sasso 1361.40509259259 2679.40848214286 3446.30580357143 4213.203125 Tanzania
TES1131 -8.13937 36.6670716666667 Sasso 1199.44444444444 1904.975 1322.225 739.475 Tanzania
TES1132 -8.14152666666667 36.6654516666667 Kuroiler 1546.95757575758 912.89696969697 1117.88452380952 2161.92023809524 Tanzania
TES1134 -8.14284666666667 36.661825 Kuroiler 1550.93006993007 1516.87412587413 1809.26530612245 2428.10361067504 Tanzania
TES1135 -8.14177333333333 36.6665783333333 Kuroiler 1180.34265734266 1363.13986013986 1731.5119047619 2285.45879120879 Tanzania
TES1136 -8.14532333333333 36.6607833333333 Sasso 1307.46296296296 2237.4609375 2565.0390625 2892.6171875 Tanzania
TES1138 -8.14263666666667 36.6622066666667 Sasso 1333.27222222222 2435.46875 2749.53125 3063.59375 Tanzania
TES1141 -8.14392 36.6645016666667 Sasso 1221.35108024691 2135.96223958333 2881.70442708333 3627.44661458333 Tanzania
TES1142 -8.14305666666667 36.6674666666667 Sasso 1306.16666666667 2756.08173076923 3896.22596153846 5036.37019230769 Tanzania
TES1146 -8.14433166666667 36.664715 Kuroiler 1489.91115702479 1534.09159779614 1770.4237012987 2198.90746753247 Tanzania
TES1147 -8.136295 36.664515 Sasso 1299.20987654321 2690.1 3659.1 4628.1 Tanzania
TES1151 -8.13377333333333 36.666075 Sasso 1366.98333333333 2231.94196428571 2069.48660714286 1907.03125 Tanzania
TES1152 -8.13737666666667 36.668205 Sasso 1313.85185185185 2068.29513888889 1968.81597222222 1869.33680555556 Tanzania
TES1153 -8.138905 36.6666883333333 Sasso 1336.10858585859 2357.29166666667 2515.04166666667 2672.79166666667 Tanzania
TES1158 -8.13012333333333 36.669255 Kuroiler 1101.05681818182 1283.10227272727 1526.43048469388 1831.04145408163 Tanzania
TES1160 -8.13099833333333 36.669285 Sasso 1264.93518518519 2166.46875 2435.53125 2704.59375 Tanzania
TES1161 -6.53088166666667 37.5663083333333 Sasso 2416.13333333333 1908.8 1401.46666666667 2093.23529411765 Tanzania
TES1163 -6.534645 37.5685466666667 Sasso 1138.85 1545 1850.83333333333 1950.96470588235 Tanzania
TES1164 -6.535235 37.5687283333333 Sasso 1365.27777777778 1608.33333333333 1851.38888888889 2120 Tanzania
TES1165 -6.54437166666667 37.573155 Sasso 1022.29444444444 1305.1320754717 1404.18867924528 2250.18181818182 Tanzania
TES1166 -6.55344666666667 37.5739183333333 Sasso 1181.34285714286 1559.49757412399 1828.96388140162 2330.84033613445 Tanzania
TES1168 -6.53541333333333 37.5663016666667 Kuroiler 2046.62686567164 2182.29850746269 2316.13043478261 2489.4 Tanzania
TES1171 -6.535395 37.567285 Kuroiler 7628.90909090909 4890.72727272727 2152.54545454545 2226.4 Tanzania
TES1172 -6.52748833333333 37.5667 Kuroiler 1846.29672897196 4345.57765151515 3671.83333333333 4530.64285714286 Tanzania
TES1174 -6.53537 37.567435 Sasso 705.120689655172 1091.5 1472.68292682927 1703.17073170732 Tanzania
TES1175 -6.52387666666667 37.55948 Kuroiler 2899.05925925926 3664.83703703704 4430.61481481481 3703.88888888889 Tanzania
TES1178 -6.55382833333333 37.5737066666667 Sasso 1062.72 1417.09433962264 1742.84905660377 2251.59663865546 Tanzania
TES1179 -6.54470166666667 37.5735633333333 Sasso 1183 1500 1776.38888888889 1825.60606060606 Tanzania
TES1181 -6.54447166666667 37.5621566666667 Sasso 1142.49367088608 1457.26927502877 1772.04487917146 2716.37931034483 Tanzania
TES1182 -6.53938833333333 37.5709183333333 Sasso 1493.80555555556 1657.41666666667 1821.02777777778 2548.29 Tanzania
TES1186 -6.535065 37.5675116666667 Kuroiler 1480.05882352941 1581.26470588235 5219.54545454545 3908.16666666667 Tanzania
TES1187 -6.530855 37.5707516666667 Sasso 1148.13333333333 1487.73333333333 1527.95555555556 2915.1724137931 Tanzania
TES1191 -6.55906666666667 37.5748416666667 Sasso 1136.42857142857 1512.42857142857 1856.2380952381 1667.35294117647 Tanzania
TES1192 -6.53287666666667 37.569265 Sasso 1091.9701754386 1646.88888888889 1936.98148148148 2222.31707317073 Tanzania
TES1193 -6.511385 37.56578 Sasso 1041.19642857143 1402.16666666667 1775.36111111111 1946.55172413793 Tanzania
TES1198 -6.55434 37.57418 Kuroiler 2217.04744069913 3177.34706616729 4137.64669163546 4028.07936507936 Tanzania
TES1200 -6.54635333333333 37.574955 Sasso 1005.98251748252 1425.57264957265 1848.70655270655 2312.86274509804 Tanzania
TES1201 -6.667485 37.6815683333333 Sasso 721.575 952.1 2737.10769230769 3006.70967741935 Tanzania
TES1203 -6.69766333333333 37.6413816666667 Sasso 819.45 1082.6 3798.97908496732 4205.17921146953 Tanzania
TES1206 -6.69514666666667 37.6494316666667 Sasso 755.702479338843 762.986111111111 3117.25925925926 3360.32804232804 Tanzania
TES1208 -6.68818333333333 37.653425 Kuroiler 6694.61538461538 4415.76923076923 2136.92307692308 1985 Tanzania
TES1211 -6.69609166666667 37.6584583333333 Sasso 686.776859504132 752.095238095238 2352.55466666667 2779.67466666667 Tanzania
TES1212 -6.68536166666667 37.6487583333333 Kuroiler 7278.88095238095 4649.2380952381 2019.59523809524 2174.22510822511 Tanzania
TES1214 -6.662405 37.6866983333333 Kuroiler 3943.61111111111 3189.44444444444 2435.27777777778 2391.36363636364 Tanzania
TES1215 -6.67099166666667 37.6789883333333 Kuroiler 3125.33333333333 2665.33333333333 2205.33333333333 3752.28282828283 Tanzania
TES1219 -6.71630666666667 37.6729333333333 Sasso 663.272727272727 740.15 1916.32727272727 2206.13333333333 Tanzania
TES1226 -6.69698166666667 37.6325183333333 Kuroiler 7070.28571428571 4653.14285714286 2236 1994.28571428571 Tanzania
TES1227 -6.70245166666667 37.63137 Sasso 742.004132231405 833.96875 2782.60795454545 3595.61931818182 Tanzania
TES1231 -6.70119166666667 37.6377466666667 Sasso 657.02479338843 694.291666666667 2573.30555555556 2959.93253968254 Tanzania
TES1233 -6.70536833333333 37.6555833333333 Sasso 669.074380165289 761.425 2254.20909090909 2685.69775280899 Tanzania
TES1241 -6.90973666666667 37.597665 Sasso 307.166666666667 2229.08974358974 1979.98822230401 3218.5012881855 Tanzania
TES1243 -6.90908333333333 37.5986666666667 Sasso 980.230769230769 2218.57142857143 1902.63092463092 2644.12276612277 Tanzania
TES1244 -6.908285 37.5988333333333 Sasso 821.013392857143 2003.89285714286 1857.42878787879 2845.54242424242 Tanzania
TES1245 -6.91258333333333 37.5952916666667 Sasso 612.242990654206 1928.84920634921 1710.88148148148 3057.43009259259 Tanzania
TES1246 -6.91253833333333 37.5954033333333 Sasso 807.598039215686 1924.52380952381 1727.66584022039 2477.82286501377 Tanzania
TES1248 -6.91010666666667 37.597345 Kuroiler 3193.55555555556 3193.55555555556 2991.56973995272 2757.00600600601 Tanzania
TES1251 -6.90841 37.5969066666667 Sasso 777.892857142857 2075.71428571429 1642.36443556444 2409.33046953047 Tanzania
TES1252 -6.90860666666667 37.5966216666667 Kuroiler 3920.99572649573 4093.55982905983 4149.60507246377 4157.42792792793 Tanzania
TES1254 -6.91374166666667 37.5945283333333 Kuroiler 4317.62108262108 3454.97150997151 3138.29951690821 3143.28228228228 Tanzania
TES1255 -6.90927666666667 37.5961183333333 Kuroiler 3288.89957264957 3319.15598290598 3234.77958937198 3106.8048048048 Tanzania
TES1256 -6.91000166666667 37.59544 Sasso 812.416666666667 2039.50595238095 1756.11194805195 2681.41324675325 Tanzania
TES1258 -6.90380833333333 37.6006716666667 Sasso 789.6 1686.48214285714 1750.77424242424 2957.00151515151 Tanzania
TES1259 -6.90946666666667 37.5958466666667 Sasso 673.972222222222 2149.99259259259 2382.08698347107 3455.56012396694 Tanzania
TES1261 -6.91334833333333 37.59446 Sasso 716.2625 1667.79333333333 1633.06454545455 2434.80090909091 Tanzania
TES1262 -6.9041 37.6003966666667 Sasso 734.705882352941 1821.4431372549 1612.92172739541 2296.95006747638 Tanzania
TES1266 -6.89360833333333 37.5968083333333 Kuroiler 3064.56068376068 3184.15042735043 3158.71884057971 3067.46126126126 Tanzania
TES1267 -6.90322166666667 37.600065 Sasso 610.642857142857 1863.93333333333 1634.10060606061 2134.31878787879 Tanzania
TES1271 -6.91569666666667 37.5945733333333 Sasso 700.454545454545 1639.18920454545 1572.46041958042 2342.36531468531 Tanzania
TES1272 -6.90370666666667 37.6011783333333 Sasso 749.052777777778 1899.75 1843.84688995215 2494.51674641148 Tanzania
TES1273 -6.91386333333333 37.59364 Sasso 740.948863636364 1603.76704545455 1812.28246753247 2896.47077922078 Tanzania
TES1278 -6.89533833333333 37.5974783333333 Kuroiler 3885.09344729345 3991.69173789174 3503.86739130435 2837.12162162162 Tanzania
TES1280 -6.905185 37.601025 Sasso 819 1933.56899350649 2287.62317188984 3988.74567901235 Tanzania
TES1288 -6.924485 37.5986133333333 Kuroiler 2417.58589511754 2206.01265822785 1994.43942133816 1919.13843888071 Tanzania
TES1294 -6.92926 37.60753 Kuroiler 1363.22965641953 1670.93309222423 1978.63652802893 2253.73177842566 Tanzania
TES1295 -6.93117166666667 37.60827 Kuroiler 1761.13471971067 1714.07323688969 1667.01175406872 1647.13917525773 Tanzania
TES1306 -6.93290333333333 37.6121433333333 Kuroiler 1693.82956600362 1596.78390596745 1499.73824593128 1469.64042759961 Tanzania
TES1321 -5.34991333333333 38.604655 Sasso 1341.05591467356 2056.80769230769 1824.26339285714 2127.71462912088 Tanzania
TES1323 -5.346405 38.60632 Sasso 1424.25480769231 2051.15934065934 1903.60495436767 2176.02998696219 Tanzania
TES1324 -5.34863666666667 38.605515 Sasso 1552.19467787115 2483.56666666667 2396.725 3218.475 Tanzania
TES1326 -5.35227333333333 38.6061316666667 Sasso 1421.03167420814 2067.91758241758 1878.625 2153.52884615385 Tanzania
TES1331 -5.346295 38.6059216666667 Sasso 1404.58894230769 2101.92857142857 2066.57627118644 2547.59322033898 Tanzania
TES1334 -5.29608666666667 38.6062716666667 Kuroiler 1704.1797979798 2132.60404040404 2561.02828282828 2989.45252525253 Tanzania
TES1336 -5.29634 38.6072316666667 Sasso 1526.4 2081.92657342657 2154.97720797721 2666.4301994302 Tanzania
TES1339 -5.29532 38.6058733333333 Sasso 1910.90773809524 2449.8431372549 1997.00314465409 1887.9465408805 Tanzania
TES1341 -5.296645 38.59954 Sasso 1448.47410714286 1979.17946428571 1370.02813852814 825.125541125541 Tanzania
TES1342 -5.29488166666667 38.5978233333333 Sasso 1458.15535714286 2398.92321428571 1572.83298392732 674.394828791055 Tanzania
TES1346 -5.29525166666667 38.5993316666667 Kuroiler 1060.08865248227 1374.58333333333 1689.0780141844 2003.57269503546 Tanzania
TES1347 -5.29370166666667 38.5995083333333 Sasso 1376.88644688645 2180.24725274725 2185.36870026525 2970.81962864721 Tanzania
TES1351 -5.29872833333333 38.5984383333333 Sasso 1352.76975524476 1667.60716783217 1201.73933782267 631.40684624018 Tanzania
TES1352 -5.2993 38.6102083333333 Sasso 1667.86493506494 2598.8125 2220.13939393939 2134.50303030303 Tanzania
TES1353 -5.28877333333333 38.6052633333333 Sasso 1519.50460829493 1828.69047619048 2069.5989010989 2866.65934065934 Tanzania
TES1360 -5.34594 38.6073683333333 Sasso 1405.18612637363 2199.87755102041 2215.37288135593 3022.24939467312 Tanzania
TES1361 -5.01708333333333 38.328885 Sasso 1168.4246031746 2207.57142857143 1534.16666666667 2483.48979591837 Tanzania
TES1363 -5.02562166666667 38.331875 Sasso 1173.90873015873 2393.05357142857 1769.17733990148 2557.50649350649 Tanzania
TES1364 -5.01140666666667 38.3266416666667 Sasso 1239.7380952381 2041.16620879121 1812.02955665025 2032.92346938776 Tanzania
TES1365 -5.00762333333333 38.32573 Sasso 1217.44360902256 2035.43367346939 1780.99261083744 2486.52978600347 Tanzania
TES1366 -5.005245 38.3259283333333 Sasso 1171.9962406015 1285.88265306122 1580.23645320197 2486.73828802776 Tanzania
TES1368 -5.01516 38.3284133333333 Kuroiler 1284.42095238095 1739.50695970696 -242.756776556777 -2225.02051282051 Tanzania
TES1371 -5.00420833333333 38.3228366666667 Sasso 1353.6295133438 2170.81161695447 2260.16890343699 3647.69590834697 Tanzania
TES1372 -5.00372666666667 38.3227333333333 Kuroiler 1331.99111111111 1672.7641025641 -677.928205128206 -3028.62051282051 Tanzania
TES1374 -5.00759166666667 38.3289033333333 Kuroiler 1287.44444444444 1986.28596491228 2493.81228070175 3211.90740740741 Tanzania
TES1375 -5.014405 38.335575 Kuroiler 1766.99788359788 1904.32142857143 2936.9387254902 3074.90705128205 Tanzania
TES1376 -5.01581333333333 38.33433 Sasso 1248.88492063492 2063.18993506494 1773.06269592476 2287.30965909091 Tanzania
TES1378 -5.02342833333333 38.333515 Sasso 1173.94047619048 1956.60714285714 1779.08904888215 2491.94444444444 Tanzania
TES1379 -5.02207666666667 38.3296166666667 Sasso 1118.34126984127 1743.51948051948 1809.26354679803 2132.91666666667 Tanzania
TES1381 -5.01939166666667 38.32965 Sasso 1228.30555555556 2269.41420118343 1764.39655172414 2555.95789473684 Tanzania
TES1382 -5.00941833333333 38.3273966666667 Sasso 1359.3272005772 2243.29945054945 1818.73891625616 2483.31632653061 Tanzania
TES1386 -5.01477833333333 38.3277083333333 Kuroiler 1271.1456043956 1981.39215686275 2855.3137254902 3229.04646464646 Tanzania
TES1387 -5.01658333333333 38.3283833333333 Sasso 1289.01984126984 1748.77747252747 1739.33497536946 2394.67908407382 Tanzania
TES1391 -5.016805 38.3343633333333 Sasso 1088.62698412698 2187.27236652237 1686.96798029557 1939.63775510204 Tanzania
TES1392 -5.01671166666667 38.33442 Sasso 1181.02380952381 2388.81071428571 1911.91871921182 2215.91071428571 Tanzania
TES1393 -5.01945166666667 38.3332233333333 Sasso 1231.17063492063 2305 1911.01724137931 2642.36538461538 Tanzania
TES1398 -5.01202666666667 38.3297 Kuroiler 1293.45952380952 1941.195215311 2480.48070175439 3279.88311688312 Tanzania
TES1400 -5.02129333333333 38.33049 Sasso 1212.37301587302 1880.63461538462 1855.48275862069 2433.31168831169 Tanzania
TES1401 -4.98148166666667 38.3124733333333 Sasso 1771.33673469388 1986.84693877551 3512.5811965812 3590.37037037037 Tanzania
TES1403 -4.98068166666667 38.3110166666667 Sasso 1824.32142857143 2033.25 3150.94095238095 3077.57904761905 Tanzania
TES1404 -4.98111833333333 38.3100216666667 Sasso 1686.7193877551 2056.05612244898 3280.72666666667 3953.04 Tanzania
TES1405 -4.97064166666667 38.3065583333333 Sasso 1825.36989795918 1992.28316326531 2783.65415019763 2848.47134387352 Tanzania
TES1406 -4.97258833333333 38.309115 Sasso 1047.70476190476 1877.41904761905 2926.08371735791 2948.36482334869 Tanzania
TES1411 -4.97229166666667 38.3101733333333 Sasso 570.412528647823 373.133766233766 722.263636363636 1071.39350649351 Tanzania
TES1412 -4.9723 38.3130316666667 Kuroiler 277.853658536585 -402.888888888889 -138.518518518518 125.851851851852 Tanzania
TES1418 -4.97220666666667 38.3097816666667 Sasso 1615.93367346939 2004.55612244898 3211.60033444816 3121.5627090301 Tanzania
TES1421 -4.97049166666667 38.306555 Sasso 1588.50255102041 1991.74234693878 2405.71684587814 2615.44802867384 Tanzania
TES1422 -4.971515 38.3067566666667 Sasso 1832.22448979592 1992.32653061224 2955.99499105546 3034.8 Tanzania
TES1427 -4.97343 38.3075633333333 Sasso 1582.47704081633 2039.74744897959 2539.7298136646 2675.12577639752 Tanzania
TES1431 -4.9889472 38.3160058 Sasso 1543.35714285714 1948.35714285714 2937.76 2920.16 Tanzania
TES1432 -4.97365166666667 38.3092216666667 Sasso 1023.3 1882.3 3064.29343629344 3451.88888888889 Tanzania
TES1433 -4.97383333333333 38.3089316666667 Sasso 1605.25646258503 1995.72585034014 2729.07683397683 2521.96666666667 Tanzania
TES1440 -4.97466333333333 38.312355 Sasso 1729.71428571429 2023.28571428571 2875.1330455259 2901.98940345369 Tanzania
TES1441 -5.14566833333333 38.5667833333333 Sasso 3104.2908496732 3047.1339869281 2989.97712418301 3150.27777777778 Tanzania
TES1443 -5.14665 38.5640066666667 Sasso 3101.49408284024 2988.32840236686 2875.16272189349 3298.02005789909 Tanzania
TES1444 -5.145825 38.5662333333333 Sasso 4216.29151058322 1184.752680067 2831.26666666667 3287.64373464373 Tanzania
TES1445 -5.14613666666667 38.5710883333333 Sasso 1161.26762234305 1285.83652661064 3409.04285714286 4002.02380952381 Tanzania
TES1446 -5.14578166666667 38.5640216666667 Sasso 2967.96260683761 3282.61004273504 3604.5141025641 3841.40625 Tanzania
TES1448 -5.1468 38.5640933333333 Kuroiler 156.912442396314 744.470046082949 1332.02764976959 1908.14479638009 Tanzania
TES1451 -5.14467666666667 38.5616166666667 Sasso 3215.05329311212 3185.36249371543 3155.67169431875 3556.0292022792 Tanzania
TES1452 -5.14525833333333 38.561515 Kuroiler 495.007680491552 903.993855606759 1312.98003072197 1724.26470588235 Tanzania
TES1454 -5.14467166666667 38.56099 Kuroiler 863.108108108108 688.709677419355 1450.8064516129 2187.06550802139 Tanzania
TES1456 -5.14462833333333 38.5615433333333 Sasso 2721.31092436975 3387.86554621849 4054.42016806723 3779.01778329198 Tanzania
TES1458 -5.14593 38.562275 Sasso 3155.14484126984 3035.91865079365 2959.47948717949 3627.55935422602 Tanzania
TES1459 -5.14637 38.5671766666667 Sasso 2793.84742647059 2969.83171791444 3145.81600935829 3287.07272727273 Tanzania
TES1461 -5.14722666666667 38.563405 Sasso 838.298965740143 1832.12895927602 2825.95895281189 3313.79652605459 Tanzania
TES1462 -5.147215 38.5629183333333 Sasso 1390.56680161943 1163.79185520362 2255.092760181 2748.27956989247 Tanzania
TES1466 -5.14515 38.56359 Kuroiler 837.046332046332 647.465437788019 1407.83410138249 2147.25274725275 Tanzania
TES1467 -5.14587666666667 38.565765 Sasso 4392.24078046787 873.402288282766 3139.775 3902.55376344086 Tanzania
TES1471 -5.14722666666667 38.5625383333333 Sasso 2877.66815476191 2806.10565476191 2754.47857142857 2834.95391705069 Tanzania
TES1472 -5.14647833333333 38.5591633333333 Sasso 2925.42016806723 2856.09243697479 2786.76470588235 2721.73579109063 Tanzania
TES1473 -5.14565833333333 38.5605583333333 Sasso 2649.42735042735 2594.17094017094 2538.91452991453 2703.69727047146 Tanzania
TES1481 -5.13628 38.7018633333333 Sasso 1749.68484848485 2949.04848484848 3729.32888888889 4112.98461538462 Tanzania
TES1483 -5.13492166666667 38.70316 Sasso 1887.57536907537 2069.85392385392 2717.38685897436 3201.53205128205 Tanzania
TES1484 -5.138375 38.702645 Sasso 1790.41666666667 1686.66666666667 1661.46829268293 1525.28205128205 Tanzania
TES1485 -5.13864666666667 38.7026683333333 Sasso 1826.3125 1524.75 1551.0243902439 1491.49358974359 Tanzania
TES1486 -5.13904 38.7020616666667 Sasso 1710.39942528736 1560.48563218391 1651.0523255814 1590.43518518519 Tanzania
TES1488 -5.13880166666667 38.7018166666667 Kuroiler 1199.78923853924 1569.35292207792 1662.05097402597 2017.82857142857 Tanzania
TES1491 -5.13623666666667 38.7041716666667 Sasso 1852.5 1455 1602.93121693122 1949.20105820106 Tanzania
TES1492 -5.13288333333333 38.702025 Kuroiler 1316.16296296296 1599.9010989011 2001.30357142857 2167.22222222222 Tanzania
TES1494 -5.13730833333333 38.7053 Kuroiler 1580.44078947368 2213.74475524476 2225.92045454545 2269.47126436782 Tanzania
TES1495 -5.13714166666667 38.7052633333333 Kuroiler 2078.38596491228 2251.41506410256 1809.13392857143 2083.59051724138 Tanzania
TES1496 -5.137245 38.7053283333333 Sasso 1720.49450549451 2280.52197802198 2647.71825396825 3001.14087301587 Tanzania
TES1498 -5.13679166666667 38.7063183333333 Sasso 1531.88888888889 2166.61111111111 2654.3280141844 3125.7109929078 Tanzania
TES1499 -5.13441 38.699065 Sasso 2062.73272727273 2004.52363636364 2735.23929512516 3157.95735129068 Tanzania
TES1501 -5.13424 38.6987416666667 Sasso 2005.49523809524 1943.73333333333 2150.02222222222 2336.52873563218 Tanzania
TES1502 -5.136725 38.70339 Sasso 1830.99583333333 2153.01666666667 2141.11111111111 2214.31623931624 Tanzania
TES1506 -5.13288833333333 38.7020266666667 Kuroiler 1507.42301587302 1690.45604395604 1415.71428571429 1652.03448275862 Tanzania
TES1507 -5.13286333333333 38.7022533333333 Sasso 1428.59259259259 1661.8089668616 1854.65555555556 2515.45299145299 Tanzania
TES1511 -5.13326833333333 38.7003633333333 Sasso 2076.73142857143 2030.21714285714 2448.64130434783 2428.17283950617 Tanzania
TES1512 -5.13299 38.7024916666667 Sasso 1806.65056818182 1830.21590909091 2082.15961538462 2232.62130177515 Tanzania
TES1513 -5.12922166666667 38.6919766666667 Sasso 1900.65625 2857.875 3706.38031914894 4078.28888888889 Tanzania
TES1518 -5.13782666666667 38.702825 Kuroiler 1055.52027027027 1469.64102564103 1822.67586206897 2070.61428571429 Tanzania
TES1520 -5.134075 38.701965 Sasso 2592 1469.7380952381 1632.375 1961.75 Tanzania
TES1521 -5.12055333333333 38.8504566666667 Sasso 5754.84210526316 5884.05263157895 2288.69607843137 4927.14035087719 Tanzania
TES1523 -5.12217166666667 38.8460816666667 Sasso 5201.14035087719 3603.50877192982 1944.42245989305 2613.91666666667 Tanzania
TES1524 -5.12235666666667 38.84633 Sasso 4838.8 3137.8 1923.01176470588 2727.84210526316 Tanzania
TES1525 -5.12265833333333 38.8456333333333 Sasso 5422.21052631579 5703.26315789474 2408.11764705882 4220.31578947368 Tanzania
TES1526 -5.12350333333333 38.84458 Sasso 5328.76068376068 4767.73504273504 1980.91176470588 2789.59210526316 Tanzania
TES1536 -5.11681 38.8558283333333 Sasso 4482.25641025641 4342.64102564103 2014.61764705882 4589.33333333333 Tanzania
TES1538 -5.117595 38.8550933333333 Sasso 5152 3312 1955.41176470588 5737.83333333333 Tanzania
TES1539 -5.12088166666667 38.8638566666667 Sasso 4221.84188034188 3604.02136752137 2238.5522875817 3888 Tanzania
TES1547 -5.11825333333333 38.864185 Sasso 2641.54484848485 2722.6903030303 1428.9 4299.91666666667 Tanzania
TES1551 -5.12026333333333 38.8503433333333 Sasso 5871.14705882353 4006.16544117647 2141.18382352941 2726.83333333333 Tanzania
TES1552 -5.12035 38.851385 Sasso 3521.0350877193 4415.37719298246 2068.78431372549 1615 Tanzania
TES1553 -5.11762666666667 38.8558266666667 Sasso 4171.98245614035 3613.56140350877 1981.1568627451 1747.5 Tanzania
TES1554 -5.11705333333333 38.8548766666667 Sasso 4896.98245614035 3998.56140350877 2056.90196078431 2908 Tanzania
TES1560 -5.11775833333333 38.8639466666667 Sasso 3931.7358974359 3184.88974358974 2426.64509803922 4496.61666666667 Tanzania
TES1561 -5.083945 38.8473466666667 Sasso 1837.55053763441 2039.09892473118 2295.72522522523 3039.39333333333 Tanzania
TES1563 -5.082145 38.888835 Sasso 1264.49173553719 1474.28733766234 1475.10801393728 1608.18181818182 Tanzania
TES1564 -5.08504166666667 38.849885 Sasso 2415.28205128205 2311.31182795699 2795.34684684685 3551.54202898551 Tanzania
TES1565 -5.08348166666667 38.84821 Sasso 1391.09259259259 1852.40625 2098.98863636364 2229.40559440559 Tanzania
TES1566 -5.08379 38.8485733333333 Sasso 1815.625 2169.04345878136 2626.20945945946 3128.25 Tanzania
TES1571 -5.08833666666667 38.8687633333333 Sasso 1608.36734693878 1530.12244897959 1663.80303030303 1845.1231884058 Tanzania
TES1576 -5.083825 38.848275 Sasso 1828.75320512821 1897.11514336918 1921.57747543462 2170.95238095238 Tanzania
TES1578 -5.08232 38.8891683333333 Sasso 1355.67676767677 1646.39646464646 1759.34742547425 2040.75 Tanzania
TES1579 -5.080695 38.887875 Sasso 1789.53246753247 1940.93506493506 2593.68476977568 3142.06832298137 Tanzania
TES1581 -5.059485 38.8397183333333 Sasso 1909.01353276353 2061.19003308519 1971.36590790162 2078.70649350649 Tanzania
TES1582 -5.05807 38.8374533333333 Sasso 1570.13888888889 1745.28225806452 1932.40202702703 1909.92934782609 Tanzania
