household,lat,long,Strain,wt90,wt120,wt150,wt180,sex,country
NNS1012,8.88034333333333,7.65895833333333,Sasso,504.816176470588,474.166666666667,1210.41666666667,1821.66666666667,Female,Nigeria
NNS1013,8.87842666666667,7.65876333333333,Sasso,249.375,-14.3333333333334,1368.75,1163.05555555556,Female,Nigeria
NNS1013,8.87842666666667,7.65876333333333,Sasso,247.96875,80,1416.66666666667,10166.6666666667,Male,Nigeria
NNS1014,8.87862,7.658655,Sasso,308,368,699.166666666667,1222.22222222222,Female,Nigeria
NNS1016,8.878335,7.65824333333333,Fulani,338.3203125,65.75,1388.75,8720,Male,Nigeria
NNS1016,8.878335,7.65824333333333,Fulani,321.796875,366.25,1258.33333333333,1879.46666666667,Female,Nigeria
NNS1017,8.879615,7.658825,Fulani,103.513888888889,309.555555555556,440,1142,Female,Nigeria
NNS1032,8.87721833333333,7.645705,FUNAAB Alpha,500.264705882353,418.205882352941,336.147058823529,254.088235294118,Male,Nigeria
NNS1032,8.87721833333333,7.645705,FUNAAB Alpha,428.117647058824,311.647058823529,195.176470588235,78.7058823529412,Female,Nigeria
NNS1033,8.87750333333333,7.64554,FUNAAB Alpha,609.352941176471,409.941176470588,210.529411764706,11.1176470588235,Female,Nigeria
NNS1033,8.87750333333333,7.64554,FUNAAB Alpha,752.352941176471,522.941176470588,293.529411764706,64.1176470588235,Male,Nigeria
NNS1034,8.87781666666667,7.64558833333333,FUNAAB Alpha,405.455882352941,314.132352941176,222.808823529412,131.485294117647,Female,Nigeria
NNS1034,8.87781666666667,7.64558833333333,FUNAAB Alpha,469.088235294118,351.735294117647,234.382352941176,117.029411764706,Male,Nigeria
NNS1035,8.87709333333333,7.64779833333333,FUNAAB Alpha,872.852941176471,388.441176470588,-95.9705882352941,-580.382352941177,Female,Nigeria
NNS1035,8.87709333333333,7.64779833333333,FUNAAB Alpha,882.191176470588,452.926470588235,23.6617647058823,-405.60294117647,Male,Nigeria
NNS1071,8.683415,7.809115,Kuroiler,290.014316392269,227.225378787879,930.897435897436,1083.43137254902,Female,Nigeria
NNS1073,8.68356333333333,7.80974333333333,Kuroiler,294.98031496063,241.09375,938.076923076923,928.235294117647,Female,Nigeria
NNS1074,8.684915,7.810065,Kuroiler,291.882605583393,95.5227272727273,891.130952380952,1220.55555555556,Female,Nigeria
NNS1074,8.684915,7.810065,Kuroiler,317.874015748032,209.791666666667,1682.5,10457.5,Male,Nigeria
NNS1075,8.6852,7.807295,Kuroiler,314.566929133858,244.791666666667,843.333333333333,1243.33333333333,Male,Nigeria
NNS1075,8.6852,7.807295,Kuroiler,302.705798138869,299.946590909091,689.336734693878,843.939393939394,Female,Nigeria
NNS1076,8.68337333333333,7.80577666666667,Kuroiler,317.007874015748,-174.21875,-173.75,-27886.25,Male,Nigeria
NNS1076,8.68337333333333,7.80577666666667,Kuroiler,292.526843235505,297.310606060606,1263.21428571429,2264.19191919192,Female,Nigeria
NNS1077,8.681565,7.80868,Kuroiler,319.133858267717,305,861.666666666667,4061.66666666667,Male,Nigeria
NNS1077,8.681565,7.80868,Kuroiler,306.023622047244,329.0625,689.857142857143,1128.78787878788,Female,Nigeria
NNS1078,8.61521166666667,7.77237,Sasso,131.535353535354,371.838383838384,409,-5081,Male,Nigeria
NNS1078,8.61521166666667,7.77237,Sasso,426.351851851852,410.796296296296,561.071428571429,875,Female,Nigeria
NNS1079,8.61473166666667,7.77199,Sasso,330.047244094488,287.525925925926,941.666666666667,4591.66666666667,Male,Nigeria
NNS1079,8.61473166666667,7.77199,Sasso,318.22272215973,359.297619047619,630.625,1021.59090909091,Female,Nigeria
NNS1080,8.61545666666667,7.77244333333333,Sasso,217.666666666667,377.666666666667,834.928571428571,1232.66666666667,Female,Nigeria
NNS1080,8.61545666666667,7.77244333333333,Sasso,320.442156268928,198.615384615385,1435,8447.5,Male,Nigeria
NNS1081,8.61603333333333,7.77198,Sasso,314.990914597214,138.705603038936,1502.85714285714,8145.71428571428,Male,Nigeria
NNS1081,8.61603333333333,7.77198,Sasso,294.463582677165,187.5,981.678571428571,1449.72727272727,Female,Nigeria
NNS1083,8.61493,7.77247833333333,Sasso,321.496062992126,350.981481481481,895,5545,Male,Nigeria
NNS1083,8.61493,7.77247833333333,Sasso,494.254435107376,415.781045751634,468.214285714286,793.939393939394,Female,Nigeria
NNS1084,8.61511666666667,7.77204666666667,Sasso,204.833333333333,397.333333333333,632.333333333333,-2047.66666666667,Male,Nigeria
NNS1084,8.61511666666667,7.77204666666667,Sasso,746.756613756614,472.62962962963,551.130952380952,861.060606060606,Female,Nigeria
NNS1085,8.51685,7.57223666666667,Fulani,141.453113815319,164.410774410774,443.571428571429,722.606060606061,Female,Nigeria
NNS1085,8.51685,7.57223666666667,Fulani,147.992125984252,121.833333333333,688.333333333333,6013.33333333333,Male,Nigeria
NNS1086,8.52209666666667,7.57418166666667,Fulani,146.091624910523,86.9267676767677,734.166666666667,4959.16666666667,Male,Nigeria
NNS1086,8.52209666666667,7.57418166666667,Fulani,130.984251968504,124.666666666667,544.071428571429,979.212121212121,Female,Nigeria
NNS1087,8.51686333333333,7.571065,Fulani,138.23192555476,120.03367003367,665,4565,Male,Nigeria
NNS1087,8.51686333333333,7.571065,Fulani,135.590551181102,131.555555555556,467.366071428571,710.32196969697,Female,Nigeria
NNS1088,8.68509666666667,7.80848833333333,Shika Brown,344.067059483726,428.115881032548,463.602693602694,484.309764309764,Male,Nigeria
NNS1088,8.68509666666667,7.80848833333333,Shika Brown,297.826278659612,322.561728395062,414.551066217733,464.30303030303,Female,Nigeria
NNS1089,8.68167333333333,7.80909,Shika Brown,502.499352499353,414.232064232064,444.205387205387,510.164983164983,Male,Nigeria
NNS1089,8.68167333333333,7.80909,Shika Brown,416.353615520282,323.364197530864,381.598765432099,440.686666666667,Female,Nigeria
NNS1090,8.68348166666667,7.80654166666667,Shika Brown,508.820145903479,483.609708193042,549.826298701299,587.15,Female,Nigeria
NNS1090,8.68348166666667,7.80654166666667,Shika Brown,467.396011396011,643.207977207977,787.541208791209,922.293956043956,Male,Nigeria
NNS1091,8.68503,7.80863333333333,Shika Brown,469.962962962963,461.074074074074,577.285714285714,731.571428571429,Male,Nigeria
NNS1091,8.68503,7.80863333333333,Shika Brown,368.220458553792,372.559082892416,455.714285714286,481.278571428571,Female,Nigeria
NNS1092,8.68342166666667,7.80670166666667,Shika Brown,314.053843759726,407.774665421724,437.270408163265,433.680555555556,Female,Nigeria
NNS1092,8.68342166666667,7.80670166666667,Shika Brown,309.17328042328,555.403439153439,659.795918367347,721.020408163265,Male,Nigeria
NNS1093,8.68259,7.80801333333333,Shika Brown,333.593073593074,617.359307359307,587.405612244898,461.97193877551,Male,Nigeria
NNS1093,8.68259,7.80801333333333,Shika Brown,293.009259259259,452.731481481481,464.535714285714,559.133333333333,Female,Nigeria
NNS1094,8.67924666666667,7.81097833333333,Shika Brown,670.259259259259,862.481481481482,908.702380952381,910.488095238095,Male,Nigeria
NNS1094,8.67924666666667,7.81097833333333,Shika Brown,587.020202020202,662.777777777778,718.165584415584,843.530303030303,Female,Nigeria
NNS1095,8.683155,7.80940833333333,Noiler,1148.06603773585,1354.19811320755,1596.03571428571,1599.85714285714,Female,Nigeria
NNS1096,8.68229333333333,7.809835,Noiler,816.88679245283,913.517520215633,1371.98979591837,357.142857142857,Female,Nigeria
NNS1097,8.68246333333333,7.80863333333333,Noiler,669.431603773585,826.294811320755,950.526785714286,1031.28571428571,Female,Nigeria
NNS1098,8.61513166666667,7.77164666666667,Noiler,676.415094339623,879.245283018868,901.642857142857,964.142857142857,Female,Nigeria
NNS1099,8.68320833333333,7.808045,Noiler,781.289308176101,885.534591194969,1015.21428571429,1125.28571428571,Female,Nigeria
NNS1100,8.61544166666667,7.77291833333333,Noiler,678.339622641509,802.018867924528,1076.11607142857,1222.23214285714,Female,Nigeria
NNS1101,8.67768166666667,7.80906666666667,Noiler,1081.47859216255,1353.66654571843,1688.15476190476,2056.36904761905,Female,Nigeria
NNS1102,8.51482333333333,7.57049666666667,FUNAAB Alpha,384.815883190883,528.728535353535,661.641025641026,806.10754985755,Female,Nigeria
NNS1102,8.51482333333333,7.57049666666667,FUNAAB Alpha,447.372863247863,642.156385281385,896.428571428571,1102.47252747253,Male,Nigeria
NNS1103,8.515655,7.57306166666667,FUNAAB Alpha,495.054466230937,661.072664359862,844.26218487395,1098.29263329263,Female,Nigeria
NNS1103,8.515655,7.57306166666667,FUNAAB Alpha,695.82304526749,898.398692810458,1088.68888888889,1367.35555555556,Male,Nigeria
NNS1104,8.519665,7.57540333333333,FUNAAB Alpha,448.518518518519,655.126050420168,1058.54285714286,1574.54285714286,Male,Nigeria
NNS1104,8.519665,7.57540333333333,FUNAAB Alpha,329.061728395062,602.941176470588,862.24,938.296296296296,Female,Nigeria
NNS1105,8.51868,7.57337666666667,FUNAAB Alpha,427.598765432099,819.166666666667,1462.46666666667,2151.96666666667,Male,Nigeria
NNS1105,8.51868,7.57337666666667,FUNAAB Alpha,443.717695473251,595.261437908497,717.488888888889,862.962962962963,Female,Nigeria
NNS1141,8.87482833333333,8.26643333333333,Kuroiler,330.184615384615,366.600274725275,1598.33333333333,3073.33333333333,Male,Nigeria
NNS1141,8.87482833333333,8.26643333333333,Kuroiler,331.32,373.142857142857,1400.12820512821,1394.92753623188,Female,Nigeria
NNS1142,8.88000833333333,8.26677,Kuroiler,330.494117647059,308.727490996399,1774,5539,Male,Nigeria
NNS1142,8.88000833333333,8.26677,Kuroiler,329.4,282.857142857143,1500.76923076923,1438.26086956522,Female,Nigeria
NNS1143,8.87324166666667,8.26482666666667,Kuroiler,342.218181818182,336.471861471861,1400.0641025641,1392.13768115942,Female,Nigeria
NNS1143,8.87324166666667,8.26482666666667,Kuroiler,328.5,304.642857142857,1588.33333333333,2988.33333333333,Male,Nigeria
NNS1144,8.87255166666667,8.26460833333333,Kuroiler,328.5,304.285714285714,1414.48717948718,1360.07246376812,Female,Nigeria
NNS1144,8.87255166666667,8.26460833333333,Kuroiler,331.418181818182,322.215909090909,1575,2606.25,Male,Nigeria
NNS1145,8.87935333333333,8.26938,Kuroiler,129.204545454546,457.207792207792,1394.23076923077,1452.82608695652,Female,Nigeria
NNS1145,8.87935333333333,8.26938,Kuroiler,363.36,427.318181818182,1652.5,3190,Male,Nigeria
NNS1146,8.88449166666667,8.26109,Kuroiler,330.9,368.181818181818,1640,3190,Male,Nigeria
NNS1146,8.88449166666667,8.26109,Kuroiler,342.872727272727,396.441115702479,1394.92307692308,1340.26086956522,Female,Nigeria
NNS1147,8.88402666666667,8.26117166666667,Kuroiler,114.89898989899,399.747474747475,1397.69230769231,1435.65217391304,Female,Nigeria
NNS1147,8.88402666666667,8.26117166666667,Kuroiler,294.291428571429,295.992784992785,1647,3297,Male,Nigeria
NNS1148,8.884415,8.26023833333333,Sasso,329.907692307692,370.533216783217,1727.14285714286,4170,Male,Nigeria
NNS1148,8.884415,8.26023833333333,Sasso,383.545454545455,525.363636363636,1397.15384615385,1408.65217391304,Female,Nigeria
NNS1149,8.87795666666667,8.26712666666667,Sasso,329.4,385.984848484848,1382.5,1265.10869565217,Female,Nigeria
NNS1149,8.87795666666667,8.26712666666667,Sasso,331.129411764706,377.262700534759,1705,3780,Male,Nigeria
NNS1150,8.87971166666667,8.269155,Sasso,331.32,370.829545454545,1670,3575,Male,Nigeria
NNS1150,8.87971166666667,8.269155,Sasso,330.461538461538,376.481643356643,1404.74358974359,1505.57971014493,Female,Nigeria
NNS1151,8.88214666666667,8.26599166666667,Sasso,332.4,373.484848484848,1365,840,Male,Nigeria
NNS1151,8.88214666666667,8.26599166666667,Sasso,330.738461538462,373.916083916084,1064.10256410256,1350.28985507246,Female,Nigeria
NNS1152,8.88338,8.26179333333333,Sasso,330.8,359.949494949495,1318.46153846154,1334.34782608696,Female,Nigeria
NNS1152,8.88338,8.26179333333333,Sasso,331.628571428571,382.816558441558,1489,1609,Male,Nigeria
NNS1153,8.88658166666667,8.26345666666667,Sasso,330.738461538462,379.597902097902,1402.94871794872,1400.94202898551,Female,Nigeria
NNS1153,8.88658166666667,8.26345666666667,Sasso,331.68,368.431818181818,1605,2130,Male,Nigeria
NNS1154,8.873005,8.26464666666667,Sasso,329.7,331.883116883117,1610,3110,Male,Nigeria
NNS1154,8.873005,8.26464666666667,Sasso,331.92,387.950757575758,1320.57692307692,1228.15217391304,Female,Nigeria
NNS1155,8.88469666666667,8.26374833333333,Fulani,167.52,180.545454545455,748.846153846154,508.04347826087,Female,Nigeria
NNS1155,8.88469666666667,8.26374833333333,Fulani,167.454545454545,180.413223140496,881.666666666667,2106.66666666667,Male,Nigeria
NNS1156,8.88294333333333,8.26382833333333,Fulani,167.630769230769,198.572261072261,725.814814814815,460.863636363636,Female,Nigeria
NNS1156,8.88294333333333,8.26382833333333,Fulani,167.25,186.060606060606,919.166666666667,2644.16666666667,Male,Nigeria
NNS1157,8.88107,8.26742833333333,Fulani,167.2,169.103535353535,727.989417989418,491.980519480519,Female,Nigeria
NNS1157,8.88107,8.26742833333333,Fulani,168.3,179.393939393939,813.125,1619.375,Male,Nigeria
NNS1165,8.880515,8.2694,Noiler,570.383489461358,965.319086651054,1360.25468384075,1755.19028103045,Female,Nigeria
NNS1166,8.88056,8.26901666666667,Noiler,573.53893442623,967.165983606557,1360.79303278689,1754.42008196721,Female,Nigeria
NNS1167,8.880735,8.26823166666667,Noiler,616.551071878941,1058.87677895875,1501.20248603855,1943.52819311836,Female,Nigeria
NNS1168,8.88106166666667,8.267865,Noiler,619.187158469945,1076.35928961749,1533.53142076503,1990.70355191257,Female,Nigeria
NNS1169,8.88117333333333,8.26779,Noiler,607.304396423249,1036.57041728763,1465.83643815201,1895.10245901639,Female,Nigeria
NNS1170,8.87990166666667,8.26929833333333,Noiler,617.040072859745,1056.46239916732,1495.88472547489,1935.30705178246,Female,Nigeria
NNS1171,8.87947666666667,8.26902333333333,Noiler,611.893442622951,1059.59836065574,1507.30327868852,1955.00819672131,Female,Nigeria
NNS1172,8.88220166666667,8.26417333333333,FUNAAB Alpha,651.470588235294,855,1194.31818181818,1817.61363636364,Female,Nigeria
NNS1172,8.88220166666667,8.26417333333333,FUNAAB Alpha,846.56862745098,879.772727272727,1384.36363636364,2370.27272727273,Male,Nigeria
NNS1173,8.884625,8.26554833333333,FUNAAB Alpha,835.682189542484,864.343434343434,1328.88888888889,1941.38888888889,Female,Nigeria
NNS1173,8.884625,8.26554833333333,FUNAAB Alpha,868.508266051519,955.324197860963,1303.77840909091,1956.19318181818,Male,Nigeria
NNS1174,8.87858,8.26717666666667,FUNAAB Alpha,843.875432525952,869.909502262443,1419.0675990676,2303.27505827506,Male,Nigeria
NNS1174,8.87858,8.26717666666667,FUNAAB Alpha,861.985294117647,966.55303030303,1245.19813519814,1797.77680652681,Female,Nigeria
NNS1175,8.874075,8.26635666666667,FUNAAB Alpha,873.16742081448,966.468531468531,1338.76033057851,2010.66115702479,Male,Nigeria
NNS1175,8.874075,8.26635666666667,FUNAAB Alpha,1039.0931372549,973.598484848485,1304.84848484848,1937.80303030303,Female,Nigeria
NNS1176,9.055515,8.40705333333333,Kuroiler,251.16,298.423076923077,740.78431372549,1125.5637254902,Female,Nigeria
NNS1176,9.055515,8.40705333333333,Kuroiler,191.265734265734,355.921078921079,999.705882352941,1820.29411764706,Male,Nigeria
NNS1177,9.059055,8.40728,Kuroiler,219.265384615385,297.380769230769,725.142857142857,1515.80882352941,Female,Nigeria
NNS1178,9.04856,8.40867166666667,Kuroiler,246.8,158.846153846154,1823.38235294118,2307.57352941176,Female,Nigeria
NNS1178,9.04856,8.40867166666667,Kuroiler,272.485714285714,119.626373626374,2663.62745098039,3439.70588235294,Male,Nigeria
NNS1179,9.05609333333333,8.40784666666667,Kuroiler,237.514285714286,285.315934065934,871.176470588235,1610.14705882353,Female,Nigeria
NNS1179,9.05609333333333,8.40784666666667,Kuroiler,285.096153846154,376.442307692308,913.235294117647,2326.76470588235,Male,Nigeria
NNS1180,9.06603333333333,8.40573666666667,Kuroiler,312.551282051282,356.269230769231,947.205882352941,1630.29411764706,Male,Nigeria
NNS1180,9.06603333333333,8.40573666666667,Kuroiler,251.142857142857,300.274725274725,750.147058823529,919.338235294118,Female,Nigeria
NNS1181,9.05900166666667,8.41168166666667,Kuroiler,241.5,253.653846153846,639.191176470588,1238.08823529412,Female,Nigeria
NNS1181,9.05900166666667,8.41168166666667,Kuroiler,256.8,207.307692307692,970.171568627451,1966.49509803922,Male,Nigeria
NNS1182,9.05575,8.407835,Kuroiler,236.584615384615,258.541842772612,611.081081081081,1302.2972972973,Female,Nigeria
NNS1182,9.05575,8.407835,Kuroiler,270.912,305.753846153846,727.058823529412,1587.94117647059,Male,Nigeria
NNS1183,9.06151666666667,8.41221,Sasso,227.740788623142,346.616031027796,1443.11029411765,1769.12745098039,Female,Nigeria
NNS1183,9.06151666666667,8.41221,Sasso,311.492673992674,388.580586080586,1602.69117647059,2318.05882352941,Male,Nigeria
NNS1184,9.05167,8.40868166666667,Kuroiler,235.587912087912,351.961538461538,760.058823529412,1478.29411764706,Female,Nigeria
NNS1184,9.05167,8.40868166666667,Kuroiler,282.625152625153,354.456654456654,1193.10695187166,2517.4385026738,Male,Nigeria
NNS1185,9.05695166666667,8.407805,Sasso,302.544,151.485714285714,2519.12289915966,3282.75210084034,Male,Nigeria
NNS1185,9.05695166666667,8.407805,Sasso,272.529230769231,103.248520710059,2271.98529411765,2666.67279411765,Female,Nigeria
NNS1186,9.058835,8.40807166666667,Sasso,289.616842105263,324.335273279352,818.617647058824,1054.86764705882,Female,Nigeria
NNS1186,9.058835,8.40807166666667,Sasso,282.96,304.282051282051,853.709150326797,1411.84640522876,Male,Nigeria
NNS1187,9.05792666666667,8.40834666666667,Sasso,261.313686313686,371.003996003996,614.414141414141,183.126262626263,Female,Nigeria
NNS1187,9.05792666666667,8.40834666666667,Sasso,289.611428571429,331.175824175824,643.181818181818,195.909090909091,Male,Nigeria
NNS1188,9.06662,8.40668833333333,Sasso,301.85,379.6,751.56862745098,1045.09803921569,Male,Nigeria
NNS1188,9.06662,8.40668833333333,Sasso,518.6,340.1,531.323529411765,798.970588235294,Female,Nigeria
NNS1189,9.056185,8.40761333333333,Sasso,300.050223214286,241.150793650794,1357.2268907563,2397.7731092437,Male,Nigeria
NNS1189,9.056185,8.40761333333333,Sasso,231.395089285714,154.08051948052,1357.96122994652,2070.77993697479,Female,Nigeria
NNS1190,9.04582166666667,8.41201,Fulani,108.756923076923,96.4556213017752,819.411764705882,1017.38970588235,Female,Nigeria
NNS1190,9.04582166666667,8.41201,Fulani,120.72,119.076923076923,1076.27450980392,1520.39215686274,Male,Nigeria
NNS1191,9.05609,8.40458666666667,Fulani,178.05399408284,159.348372781065,434.549019607843,806.666666666667,Female,Nigeria
