household,lat,long,Strain,wt90,wt120,wt150,wt180,sex,country
NKB1358,11.542705,5.36888,Sasso,345.725806451613,-1132.14285714286,1690.45112781955,3101.35338345865,Female,Nigeria
NKB1359,11.54322,5.36756333333333,Kuroiler,356.008064516129,-1943.33333333333,1051.78571428571,1255.35714285714,Male,Nigeria
NKB1359,11.54322,5.36756333333333,Kuroiler,291.808755760369,-1501.19047619048,1193.36538461538,1525.09615384615,Female,Nigeria
NKB1361,11.5432866666667,5.36533333333333,Noiler,810.645161290323,1231.61290322581,1199.6,1585.92592592593,Female,Nigeria
NKB1364,11.5432983333333,5.36537666666667,Shika Brown,623.667582417582,676.826923076923,961.644917582418,1316.96771978022,Female,Nigeria
NKB1365,11.5429583333333,5.36501666666667,Noiler,1351.97172619048,1341.4806547619,1649.58333333333,1869.04320987654,Female,Nigeria
NKB1367,11.5434416666667,5.36445833333333,Kuroiler,400.161290322581,-1345,1081.9387755102,1538.67346938775,Male,Nigeria
NKB1367,11.5434416666667,5.36445833333333,Kuroiler,466.803519061584,-12.237762237762,971.887755102041,1474.23469387755,Female,Nigeria
NKB1368,11.5443033333333,5.36321833333333,Sasso,449.153225806452,-812.794117647059,1292.77142857143,2008.91428571429,Female,Nigeria
NKB1368,11.5443033333333,5.36321833333333,Sasso,596.854838709677,-969.5,2659.28571428571,5157.85714285714,Male,Nigeria
NKB1370,11.536045,5.36279666666667,Shika Brown,578.392857142857,583.75,936.9,1180.32258064516,Female,Nigeria
NKB1371,11.5408383333333,5.365015,Noiler,1095.08928571429,1133.48214285714,1302.5,1428.82716049383,Female,Nigeria
NKB1374,11.536105,5.36186166666667,Sasso,470.927419354839,21.0714285714287,652.619047619048,476.190476190476,Male,Nigeria
NKB1374,11.536105,5.36186166666667,Sasso,442.802419354839,-199.75,340.178571428571,-81.9642857142857,Female,Nigeria
NKB1375,11.4836566666667,5.31476666666667,Kuroiler,398.861538461538,-2266.15384615385,1118.95979020979,1577.78846153846,Female,Nigeria
NKB1375,11.4836566666667,5.31476666666667,Kuroiler,388.971428571429,-3557.73809523809,1100.79761904762,1279.72619047619,Male,Nigeria
NKB1376,11.4828933333333,5.31636833333333,Sasso,386.4,-2787.5,1124.71428571429,1806.14285714286,Male,Nigeria
NKB1376,11.4828933333333,5.31636833333333,Sasso,437.25,-2371.25,1073.75,1940,Female,Nigeria
NKB1377,11.48211,5.316565,Shika Brown,482.404761904762,508.833333333333,776.363636363636,841.986531986532,Female,Nigeria
NKB1378,11.4831966666667,5.31621833333333,Noiler,692.678571428571,775.714285714286,1282.03125,1969.75446428571,Female,Nigeria
NKB1379,11.48317,5.31620833333333,Shika Brown,411.614035087719,568.456140350877,725.298245614035,796.772486772487,Female,Nigeria
NKB1380,11.4557566666667,5.30556666666667,Kuroiler,424.036363636364,-11411.3636363636,2695.66666666667,4995.66666666667,Male,Nigeria
NKB1380,11.4557566666667,5.30556666666667,Kuroiler,397.2,-7493.33333333333,1487.2149122807,2004.97807017544,Female,Nigeria
NKB1381,11.4545516666667,5.304755,Noiler,1069.24107142857,1192.90178571429,1434.88636363636,1546.93602693603,Female,Nigeria
NKB1382,11.44818,5.305815,Shika Brown,348.607142857143,693.25,761.505747126437,840.925925925926,Female,Nigeria
NKB1383,11.4479216666667,5.311705,Sasso,568.729411764706,-369.873949579832,974.038461538462,1505.44871794872,Female,Nigeria
NKB1383,11.4479216666667,5.311705,Sasso,559.2,-85,1470.91836734694,2859.18367346939,Male,Nigeria
NKB1384,11.46046,5.31624333333333,Noiler,1304.70779220779,1397.24025974026,2091.47727272727,2291.17845117845,Female,Nigeria
NKB1385,11.5477766666667,5.36969833333333,Shika Brown,370,640,804.2,1060.93548387097,Female,Nigeria
NKB1386,11.353995,5.2304,FUNAAB Alpha,630.602272727273,802.420454545455,1144.88505747126,1218.25396825397,Male,Nigeria
NKB1386,11.353995,5.2304,FUNAAB Alpha,569.30303030303,688.393939393939,976.548187444739,1092.78388278388,Female,Nigeria
NKB1387,11.341315,5.22753166666667,Noiler,1308.58231707317,1196.74288617886,1381.75,1595.93103448276,Female,Nigeria
NKB1387,11.341315,5.22753166666667,Noiler,1467.39024390244,1373.73170731707,1635,1985,Male,Nigeria
NKB1388,11.3475266666667,5.23061166666667,FUNAAB Alpha,847.018181818182,959.563636363636,1135.53879310345,1211.41025641026,Female,Nigeria
NKB1388,11.3475266666667,5.23061166666667,FUNAAB Alpha,816.118181818182,967.663636363636,1152.56704980843,1216.44444444444,Male,Nigeria
NKB1389,11.3467683333333,5.23066166666667,Sasso,354.514285714286,147.083333333333,723.590909090909,866.318181818182,Male,Nigeria
NKB1389,11.3467683333333,5.23066166666667,Sasso,363.094736842105,347.33552631579,625.328925619835,722.605785123967,Female,Nigeria
NKB1390,11.3426733333333,5.22663833333333,Fulani,523.31341991342,662.430303030303,1050.77586206897,1184.57482993197,Female,Nigeria
NKB1390,11.3426733333333,5.22663833333333,Fulani,604.534090909091,745.556818181818,1200.47892720307,1429.21455938697,Male,Nigeria
NKB1391,11.3415583333333,5.23089166666667,Kuroiler,451.714285714286,28.2142857142857,910.587301587302,988.68253968254,Male,Nigeria
NKB1391,11.3415583333333,5.23089166666667,Kuroiler,369.6,164.427083333333,712.227272727273,810.920454545455,Female,Nigeria
NKB1392,11.322405,5.22598333333333,Sasso,305.563636363636,-209.204545454545,649.488888888889,633.822222222222,Male,Nigeria
NKB1392,11.322405,5.22598333333333,Sasso,366.6,95.4166666666666,691.265151515152,734.219696969697,Female,Nigeria
NKB1393,11.3198366666667,5.22719333333333,Shika Brown,434.378306878307,525.033386752137,618.233173076923,774.596774193548,Female,Nigeria
NKB1393,11.3198366666667,5.22719333333333,Shika Brown,490.737734487734,597.447552447552,737.574925074925,809.824884792627,Male,Nigeria
NKB1394,11.31939,5.22756833333333,Kuroiler,346.4,138.888888888889,706.909090909091,844.181818181818,Male,Nigeria
NKB1394,11.31939,5.22756833333333,Kuroiler,1087.27163461539,685.949519230769,619.664971392244,655.348378893833,Female,Nigeria
NKB1395,11.3189783333333,5.227685,Sasso,356.492307692308,-921.346153846154,1317.68531468531,1672.86013986014,Male,Nigeria
NKB1395,11.3189783333333,5.227685,Sasso,383.828571428571,-575,1266.66666666667,1666.66666666667,Female,Nigeria
NKB1396,11.3175716666667,5.22685833333333,Shika Brown,309.69246031746,377.860576923077,491.923076923077,754.879032258065,Male,Nigeria
NKB1396,11.3175716666667,5.22685833333333,Shika Brown,304.934523809524,445.192307692308,429.594017094017,615.542114695341,Female,Nigeria
NKB1397,11.3158916666667,5.22807833333333,Noiler,751.600609756098,898.704268292683,1246.325,1644.075,Female,Nigeria
NKB1398,11.315055,5.22804833333333,FUNAAB Alpha,629.972027972028,668.363636363636,916,1028.25396825397,Female,Nigeria
NKB1398,11.315055,5.22804833333333,FUNAAB Alpha,668.5,733.5,1097.91187739464,1191.71957671958,Male,Nigeria
NKB1399,11.3147583333333,5.22804333333333,Fulani,527.227272727273,630.712121212121,871.819923371648,1145.85714285714,Male,Nigeria
NKB1399,11.3147583333333,5.22804333333333,Fulani,456.474747474747,534.050505050505,727.83908045977,915.197691197691,Female,Nigeria
NKB1400,11.3149883333333,5.22772166666667,Shika Brown,452.113945578231,456.302197802198,609.823529411765,1442.76470588235,Male,Nigeria
NKB1401,11.3129316666667,5.227065,Noiler,893.317073170732,1297.21951219512,1826,2386,Male,Nigeria
NKB1401,11.3129316666667,5.227065,Noiler,803.414634146342,1056.97936210131,1393.48557692308,1698.75331564987,Female,Nigeria
NKB1402,11.3129516666667,5.22749333333333,Kuroiler,467.142857142857,130,1053.27272727273,1331.45454545455,Male,Nigeria
NKB1402,11.3129516666667,5.22749333333333,Kuroiler,463.8,347.916666666667,882.846464646465,1060.90707070707,Female,Nigeria
NKB1403,11.313305,5.22918666666667,Fulani,514.185950413223,593.400826446281,789.6171070309,994.047619047619,Male,Nigeria
NKB1403,11.313305,5.22918666666667,Fulani,439.983682983683,508.212121212121,657.030651340996,807.698412698413,Female,Nigeria
NKB1404,11.3138966666667,5.22933333333333,Shika Brown,516.674933862434,646.033653846154,806.971153846154,1026.35944700461,Male,Nigeria
NKB1404,11.3138966666667,5.22933333333333,Shika Brown,415.291005291005,539.165023011177,638.469551282051,795.625,Female,Nigeria
NKB1405,11.3143183333333,5.22855333333333,Noiler,864.483739837398,993.386178861789,1104.0625,1488.4375,Female,Nigeria
NKB1406,11.3144366666667,5.22938333333333,Kuroiler,452,476.031746031746,791.357864357864,946.8556998557,Male,Nigeria
NKB1406,11.3144366666667,5.22938333333333,Kuroiler,410.475,52.03125,832.623140495868,926.044628099174,Female,Nigeria
NKB1407,11.3146566666667,5.22972333333333,FUNAAB Alpha,639.417532467532,693.675649350649,919.762931034483,1036.66666666667,Female,Nigeria
NKB1407,11.3146566666667,5.22972333333333,FUNAAB Alpha,689.47619047619,842.333333333333,1015.43103448276,1153.13945578231,Male,Nigeria
NKB1408,11.3147333333333,5.23014,Sasso,412.8,343.774509803921,780.7814171123,952.900401069519,Female,Nigeria
NKB1408,11.3147333333333,5.23014,Sasso,354,-212.857142857143,883.493506493506,1048.2987012987,Male,Nigeria
NKB1409,11.31503,5.2302,Kuroiler,419.475,330.012019230769,739.698717948718,834.121794871795,Female,Nigeria
NKB1409,11.31503,5.2302,Kuroiler,382.4,-318.055555555556,948.535353535353,1071.26262626263,Male,Nigeria
NKB1410,11.315215,5.23013,Shika Brown,347.084278155707,430.741758241758,548.942307692308,844.717741935484,Male,Nigeria
NKB1410,11.315215,5.23013,Shika Brown,328.172268907563,376.011296395912,433.811188811189,570.282258064516,Female,Nigeria
NKB1411,11.3149516666667,5.23083166666667,Sasso,438,216.458333333333,827.084415584416,929.25974025974,Female,Nigeria
NKB1411,11.3149516666667,5.23083166666667,Sasso,379.2,356.666666666667,675.909090909091,803.181818181818,Male,Nigeria
NKB1412,11.316825,5.22728,Noiler,1056.18466898955,1586.14982578397,2104.71428571429,2620.42857142857,Male,Nigeria
NKB1412,11.316825,5.22728,Noiler,850.396341463415,1167.7743902439,1237.25,1244.75,Female,Nigeria
NKB1413,11.31552,5.22962833333333,Shika Brown,569.809523809524,724.447115384615,918.092948717949,1199.09946236559,Female,Nigeria
NKB1413,11.31552,5.22962833333333,Shika Brown,805.119047619048,1036.60256410256,1405.99358974359,1731.95512820513,Male,Nigeria
NKB1414,11.3166083333333,5.22949333333333,Noiler,811.42723130528,959.276333422675,1148.69318181818,1449.8275862069,Female,Nigeria
NKB1414,11.3166083333333,5.22949333333333,Noiler,1045.7012195122,1289.90853658537,2001.95,2830.95,Male,Nigeria
NKB1415,11.3158033333333,5.23026166666667,Shika Brown,477.119047619048,525,631.009615384615,830.564516129032,Male,Nigeria
NKB1415,11.3158033333333,5.23026166666667,Shika Brown,370.984730848861,434.343180973616,521.666666666667,679.468690702087,Female,Nigeria
NKB1416,11.317155,5.23119333333333,Kuroiler,314.85,-254.84375,773.163636363636,871.447727272727,Female,Nigeria
NKB1416,11.317155,5.23119333333333,Kuroiler,352.8,-172.261904761905,918.987012987013,1154.31168831169,Male,Nigeria
NKB1417,11.3181033333333,5.23074666666667,Kuroiler,251.805555555555,527.638888888889,680.608080808081,796.183838383838,Female,Nigeria
NKB1417,11.3181033333333,5.23074666666667,Kuroiler,498.822857142857,256.5,820.612121212121,780.975757575758,Male,Nigeria
NKB1418,11.32014,5.22782833333333,Sasso,324.545454545455,192.5,622.104958677686,732.162809917355,Male,Nigeria
NKB1418,11.32014,5.22782833333333,Sasso,348.825,111.09375,630.672727272727,647.854545454545,Female,Nigeria
NKB1419,11.3217333333333,5.22755,Sasso,347.7,-1756.875,1436.26262626263,1532.47474747475,Male,Nigeria
NKB1419,11.3217333333333,5.22755,Sasso,402.505263157895,-804.835526315789,1230.69898989899,1416.50202020202,Female,Nigeria
NKB1420,11.3216683333333,5.22899666666667,Noiler,1057.31707317073,1251.21951219512,2202,3342,Male,Nigeria
NKB1420,11.3216683333333,5.22899666666667,Noiler,792.051649928264,952.596843615495,1300.21354166667,1465.99671592775,Female,Nigeria
NKW1281,8.2302,5.08590833333333,Sasso,293.642857142857,381.52380952381,745.324786324786,1069.23193033382,Female,Nigeria
NKW1281,8.2302,5.08590833333333,Sasso,325.25,423.666666666667,803.8,1017.49811320755,Male,Nigeria
NKW1282,8.23444333333333,5.08389,Sasso,175.5,224,530.318181818182,843.037735849057,Male,Nigeria
NKW1282,8.23444333333333,5.08389,Sasso,168.9375,215.25,443.454545454545,604.744234800839,Female,Nigeria
NKW1283,8.23108166666667,5.08553833333333,Shika Brown,184.285714285714,402.467532467532,589.387755102041,748.954081632653,Male,Nigeria
NKW1283,8.23108166666667,5.08553833333333,Shika Brown,197.051961823966,211.237619158335,581.344537815126,863.461134453781,Female,Nigeria
NKW1289,8.23416833333333,5.08633833333333,Sasso,358.625,468.166666666667,928.244897959184,1353.52551020408,Female,Nigeria
NKW1289,8.23416833333333,5.08633833333333,Sasso,314.727272727273,409.636363636364,1053.59884559885,1505.23304473304,Male,Nigeria
NKW1291,8.23513333333333,5.086705,Shika Brown,284.121951219512,310.048484848485,679.920634920635,784.980158730159,Male,Nigeria
NKW1291,8.23513333333333,5.086705,Shika Brown,465.996710526316,343.655203349282,476.440746753247,832.462459415584,Female,Nigeria
NKW1293,8.23488333333333,5.08680166666667,Shika Brown,281.634146341463,292.463636363636,694.738095238095,736.434523809524,Male,Nigeria
NKW1293,8.23488333333333,5.08680166666667,Shika Brown,229.975609756098,269.232467532468,515.943537414966,680.435884353741,Female,Nigeria
NKW1294,8.23478,5.08699166666667,Shika Brown,177.886178861789,198.766414141414,539.228896103896,885.829951298701,Male,Nigeria
NKW1294,8.23478,5.08699166666667,Shika Brown,150.731707317073,169.44976076555,486.998925886144,858.839017185822,Female,Nigeria
NKW1296,8.23455,5.08685333333333,Sasso,335.006418485238,398.168361244019,761.071953781513,1015.62092962185,Female,Nigeria
NKW1296,8.23455,5.08685333333333,Sasso,310.376940133038,362.603305785124,685.779220779221,849.172077922078,Male,Nigeria
NKW1303,8.233185,5.08547,Shika Brown,270.567226890756,405.131779984721,508.520408163265,584.630102040816,Female,Nigeria
NKW1303,8.233185,5.08547,Shika Brown,255.30487804878,294.80303030303,557.142857142857,671.785714285714,Male,Nigeria
NKW1310,8.24258333333333,5.08850666666667,Sasso,353.707317073171,416.327272727273,815.262032085561,1052.22641509434,Female,Nigeria
NKW1310,8.24258333333333,5.08850666666667,Sasso,352.243902439024,345.963636363636,1056.39826839827,1281.7897574124,Male,Nigeria
NKW1311,8.232185,5.08751,Sasso,210.691056910569,258.777777777778,468.253968253968,702.063492063492,Female,Nigeria
NKW1311,8.232185,5.08751,Sasso,190.853658536585,196.878787878788,564.285714285714,789.821428571429,Male,Nigeria
NKW1313,8.22842,5.081535,Shika Brown,177.479674796748,210.371406371406,368.391608391608,468.00145137881,Female,Nigeria
NKW1313,8.22842,5.081535,Shika Brown,479.333333333333,367.287878787879,441.8,656.881132075472,Male,Nigeria
NKW1314,8.22871166666667,5.08159,Sasso,268.248,155.011111111111,712.772727272727,678.867924528302,Male,Nigeria
NKW1314,8.22871166666667,5.08159,Sasso,453.277777777778,476.611111111111,548.451871657754,652.896226415094,Female,Nigeria
NKW1315,8.23031166666667,5.08617,Shika Brown,289.573170731707,357.477272727273,507.059278350515,548.889175257732,Female,Nigeria
NKW1351,8.03839833333333,5.21817166666667,Sasso,238.35,516.668181818182,624.289868380777,601.378940924395,Male,Nigeria
NKW1351,8.03839833333333,5.21817166666667,Sasso,102.40625,450.21875,574.332070707071,527.381313131313,Female,Nigeria
NKW1352,8.04213333333333,5.21361,Sasso,301.90243902439,361.16,549.141414141414,571.626262626263,Female,Nigeria
NKW1352,8.04213333333333,5.21361,Sasso,422.6,476.6,549.111111111111,635.777777777778,Male,Nigeria
NKW1353,8.038005,5.2144,Sasso,366.85,478.35,526.523569023569,526.271043771044,Male,Nigeria
NKW1353,8.038005,5.2144,Sasso,174.575,383.825,474.953823953824,475.75468975469,Female,Nigeria
NKW1354,8.039235,5.213685,Sasso,452.926829268293,546.007142857143,944.95670995671,1174.92233256939,Male,Nigeria
NKW1354,8.039235,5.213685,Sasso,405.365853658537,501.9,773.321678321678,938.006993006993,Female,Nigeria
NKW1355,8.035495,5.21328833333333,Sasso,634.8,526.8,498.144781144781,530.164983164983,Female,Nigeria
NKW1355,8.035495,5.21328833333333,Sasso,425.483333333333,507.316666666667,556.982603815937,582.049943883277,Male,Nigeria
NKW1356,8.03999,5.21378333333333,Sasso,382.439024390244,464.466666666667,735.282828282828,852.252525252525,Male,Nigeria
NKW1356,8.03999,5.21378333333333,Sasso,316.09756097561,374.8,629.434343434343,725.494949494949,Female,Nigeria
NKW1358,8.03715333333333,5.21368666666667,Shika Brown,163.170731707317,199.781818181818,262.171717171717,278.838383838384,Female,Nigeria
NKW1358,8.03715333333333,5.21368666666667,Shika Brown,340,250,232.979797979798,271.767676767677,Male,Nigeria
NKW1359,8.037505,5.21848833333333,Shika Brown,107.6,251.6,340.358585858586,386.873737373737,Female,Nigeria
NKW1359,8.037505,5.21848833333333,Shika Brown,182.19512195122,193.978947368421,418.021569074201,476.759322548796,Male,Nigeria
NKW1360,8.03990833333333,5.21422,Shika Brown,194.146341463415,206.883333333333,460.151515151515,544.242424242424,Female,Nigeria
NKW1360,8.03990833333333,5.21422,Shika Brown,211.219512195122,234.735897435897,495.928515928516,628.562548562548,Male,Nigeria
NKW1361,8.03804,5.21832666666667,Shika Brown,155.853658536585,160.6,353.522727272727,377.386363636364,Female,Nigeria
NKW1361,8.03804,5.21832666666667,Shika Brown,184.390243902439,186.3,441.005892255892,472.192760942761,Male,Nigeria
NKW1362,8.03568833333333,5.21504,Shika Brown,149.085365853659,179.545588235294,241.49871261636,249.85284214696,Female,Nigeria
NKW1362,8.03568833333333,5.21504,Shika Brown,174.512195121951,202,318.510101010101,329.116161616162,Male,Nigeria
NKW1363,8.03678833333333,5.214865,Shika Brown,192.439024390244,223.176923076923,374.428904428904,420.932400932401,Male,Nigeria
NKW1363,8.03678833333333,5.214865,Shika Brown,183.90243902439,225.842424242424,328.365472910927,398.475665748393,Female,Nigeria
NKW1364,8.03946,5.214265,Shika Brown,200.487804878049,233.15,340.176767676768,300.782828282828,Male,Nigeria
NKW1364,8.03946,5.214265,Shika Brown,137.02,222.82,264.428495481127,272.243487506645,Female,Nigeria
NKW1388,8.13830666666667,5.23557,Shika Brown,209.685,234.82875,272.382172131148,320.794057377049,Female,Nigeria
NKW1388,8.13830666666667,5.23557,Shika Brown,177.368421052632,253.666666666667,372.786885245902,434.262295081967,Male,Nigeria
NKW1389,8.14053333333333,5.23482666666667,Shika Brown,300.095238095238,222,253.114754098361,379.78825136612,Female,Nigeria
NKW1389,8.14053333333333,5.23482666666667,Shika Brown,180.15,212.775,280.983606557377,380.327868852459,Male,Nigeria
NKW1390,8.1540474,5.1795425,Noiler,621.84331797235,673.777777777778,723.035714285714,804.732142857143,Female,Nigeria
NKW1390,8.1540474,5.1795425,Noiler,696.586021505376,683.111111111111,854.702380952381,1006.4880952381,Male,Nigeria
NKW1391,8.13887666666667,5.23497166666667,Sasso,523.25,536.375,600.011961722488,676.780851998243,Male,Nigeria
NKW1391,8.13887666666667,5.23497166666667,Sasso,416.055555555555,462.305555555556,502.656320287899,543.238066281545,Female,Nigeria
NKW1392,8.141475,5.23475166666667,Sasso,259.264705882353,480.788770053476,568.388888888889,538.805555555556,Male,Nigeria
NKW1392,8.141475,5.23475166666667,Sasso,590.193498452012,492.902476780186,477.766666666667,534.516666666667,Female,Nigeria
NKW1393,8.138345,5.23503833333333,Sasso,478.777777777778,477.527777777778,507.605413105413,565.094729344729,Female,Nigeria
NKW1393,8.138345,5.23503833333333,Sasso,430.083333333333,491.958333333333,528.877777777778,543.961111111111,Male,Nigeria
NKW1394,8.1540474,5.1795425,Noiler,671.359375,834.083333333333,1093.21428571429,1142.32142857143,Male,Nigeria
NKW1394,8.1540474,5.1795425,Noiler,565.703125,605.333333333333,325.333333333333,45.3333333333333,Female,Nigeria
NKW1395,8.13837,5.23558333333333,Sasso,508.885620915033,414.792483660131,386.529411764706,423.880597014925,Female,Nigeria
NKW1396,8.13893833333333,5.23478166666667,Shika Brown,230.916730328495,220.374331550802,240.947368421053,276.753623188406,Female,Nigeria
NKW1397,8.1383,5.23524333333333,Kuroiler,673.202066590126,633.385763490241,862.409090909091,1333.89285714286,Male,Nigeria
NKW1397,8.1383,5.23524333333333,Kuroiler,523.925373134328,523.402985074627,784.545454545455,1168.25892857143,Female,Nigeria
NKW1398,8.13842166666667,5.23560333333333,FUNAAB Alpha,522.28795673394,405.212373037858,383.672248803828,391.208133971292,Female,Nigeria
NKW1398,8.13842166666667,5.23560333333333,FUNAAB Alpha,616.377923976608,474.38230994152,459.21875,482.65625,Male,Nigeria
NKW1399,8.13661833333333,5.23532666666667,Kuroiler,775.674307036247,804.858742004264,679.715909090909,804.821428571429,Male,Nigeria
NKW1399,8.13661833333333,5.23532666666667,Kuroiler,588.459972862958,585.407055630936,647.848484848485,571.25,Female,Nigeria
NKW1400,8.13911166666667,5.23501,Kuroiler,709.002296211251,761.941446613088,734.090909090909,1048.57142857143,Male,Nigeria
NKW1400,8.13911166666667,5.23501,Kuroiler,629.888059701492,715.771144278607,794.454545454545,930,Female,Nigeria
NKW1402,8.14151,5.23481166666667,Shika Brown,200.951417004049,268.308823529412,361.014957264957,482.996323529412,Male,Nigeria
NKW1402,8.14151,5.23481166666667,Shika Brown,191.609907120743,258.846547314578,319.444444444444,370.593137254902,Female,Nigeria
NKW1403,8.139065,5.23519833333333,Sasso,457.680672268908,471.924369747899,478.247978436658,477.641509433962,Female,Nigeria
NKW1403,8.139065,5.23519833333333,Sasso,546.727941176471,505.919117647059,532.724056603774,618.691037735849,Male,Nigeria
NKW1404,8.1495246,5.1713911,Noiler,647.408602150538,695,789.642857142857,808.392857142857,Male,Nigeria
NKW1405,8.13954333333333,5.235055,Fulani,215.065789473684,238.75,271.075487012987,303.400974025974,Female,Nigeria
NKW1405,8.13954333333333,5.235055,Fulani,265,275.714285714286,274.448051948052,273.181818181818,Male,Nigeria
NKW1406,8.14115166666667,5.23449,Shika Brown,209.89010989011,293.428571428571,514.774436090226,648.743530020704,Male,Nigeria
NKW1406,8.14115166666667,5.23449,Shika Brown,195.839160839161,262.770368040264,380.913312693498,460.733695652174,Female,Nigeria
NKW1407,8.14125333333333,5.23454166666667,Shika Brown,199.230769230769,270.294117647059,388.157894736842,415.942028985507,Male,Nigeria
NKW1407,8.14125333333333,5.23454166666667,Shika Brown,169.095022624434,250.015082956259,327.590643274854,388.584541062802,Female,Nigeria
NKW1408,8.139485,5.234845,Kuroiler,546.850746268657,640.805970149254,831.090909090909,1179.33035714286,Female,Nigeria
NKW1408,8.139485,5.234845,Kuroiler,683.074626865672,751.930348258706,1000.48484848485,1452.94642857143,Male,Nigeria
NKW1409,8.14135333333333,5.23517,Shika Brown,250.245901639344,278.032786885246,305.819672131148,333.606557377049,Female,Nigeria
NKW1409,8.14135333333333,5.23517,Shika Brown,232.892271662764,273.290398126464,313.688524590164,354.086651053864,Male,Nigeria
NKW1410,8.1417,5.234655,Kuroiler,594.548240938166,831.921641791045,779.772727272727,916.805555555556,Female,Nigeria
NKW1410,8.1417,5.234655,Kuroiler,674.210199004975,784.098258706468,858.068181818182,896.592261904762,Male,Nigeria
NKW1411,8.1450018,5.1632396,Noiler,669.59595959596,689.893048128342,731.488095238095,772.559523809524,Male,Nigeria
NKW1411,8.1450018,5.1632396,Noiler,591,604.764705882353,670.058823529412,735.352941176471,Female,Nigeria
NKW1412,8.139355,5.23473166666667,Kuroiler,696.471215351812,701.055437100213,764.181818181818,820.540865384615,Male,Nigeria
NKW1412,8.139355,5.23473166666667,Kuroiler,684.490049751244,740.087064676617,717.037878787879,652.615384615385,Female,Nigeria
NKW1413,8.13935833333333,5.234885,Fulani,242.5,251.875,252.696834415584,253.518668831169,Female,Nigeria
NKW1413,8.13935833333333,5.234885,Fulani,249.605263157895,295,313.409090909091,331.818181818182,Male,Nigeria
NKW1414,8.13896666666667,5.23515833333333,FUNAAB Alpha,611.694078947368,512.516447368421,488.31865530303,486.940814393939,Female,Nigeria
NKW1414,8.13896666666667,5.23515833333333,FUNAAB Alpha,622.433487565067,502.580971659919,488.176136363636,505.864073426573,Male,Nigeria
NKW1415,8.13861666666667,5.23486333333333,FUNAAB Alpha,659.587719298246,607.219298245614,598.920454545455,604.034090909091,Male,Nigeria
NKW1415,8.13861666666667,5.23486333333333,FUNAAB Alpha,567.427631578947,550.256578947368,556.751217532468,570.448457792208,Female,Nigeria
NKW1416,8.13783666666667,5.234555,Kuroiler,835.890191897655,693.192963752665,739.95867768595,1056.96428571429,Male,Nigeria
NKW1416,8.13783666666667,5.234555,Kuroiler,709.858499709246,669.647218453189,647.727272727273,676.294642857143,Female,Nigeria
NKW1417,8.1450018,5.1632396,Noiler,592.44623655914,586.166666666667,661.071428571429,714.642857142857,Male,Nigeria
NKW1417,8.1450018,5.1632396,Noiler,488.991935483871,519.666666666667,589.017857142857,666.696428571429,Female,Nigeria
NKW1418,8.13843833333333,5.235535,Sasso,322.941176470588,446.470588235294,514.214046822742,540.007089684509,Female,Nigeria
NKW1418,8.13843833333333,5.235535,Sasso,676.274509803922,474.803921568627,484.356884057971,648.882168458781,Male,Nigeria
NKW1419,8.141185,5.23452166666667,Sasso,510.294117647059,480.169340463458,465.643274853801,477.753623188406,Male,Nigeria
NKW1420,8.14140833333333,5.234835,Fulani,263.421052631579,320,386.477272727273,452.954545454545,Male,Nigeria
NKW1420,8.14140833333333,5.234835,Fulani,232.017543859649,283.333333333333,330.265151515152,377.19696969697,Female,Nigeria
NNS1001,8.88001,7.65901333333333,Kuroiler,195.5859375,223,822.777777777778,899.516129032258,Female,Nigeria
NNS1002,8.87897833333333,7.65908166666667,Kuroiler,189.9609375,115,1086.66666666667,1483.87096774194,Female,Nigeria
NNS1003,8.87934666666667,7.65834833333333,Kuroiler,269.0625,58.3333333333334,712.083333333333,983.833333333333,Female,Nigeria
NNS1003,8.87934666666667,7.65834833333333,Kuroiler,169.21875,-544,1176.25,3482.5,Male,Nigeria
NNS1004,8.879595,7.65828333333333,Kuroiler,348.515625,366,1197.5,10160,Male,Nigeria
NNS1005,8.879835,7.65776666666667,Kuroiler,272.9296875,-301.5,907.5,981,Female,Nigeria
NNS1005,8.879835,7.65776666666667,Kuroiler,278.203125,-184,882.5,-250,Male,Nigeria
NNS1006,8.87991666666667,7.65871166666667,Kuroiler,167.8125,-289.25,1077.70833333333,1918.13888888889,Female,Nigeria
NNS1006,8.87991666666667,7.65871166666667,Kuroiler,158.3203125,-737.5,1516.66666666667,3516.66666666667,Male,Nigeria
NNS1007,8.88051666666667,7.659195,Kuroiler,190.3125,-244,1000.875,1175.25,Male,Nigeria
NNS1007,8.88051666666667,7.659195,Kuroiler,166.40625,-138.666666666667,841.25,1464.16666666667,Female,Nigeria
NNS1008,8.880145,7.65888833333333,Sasso,304.21875,-123.888888888889,2128.75,2849.41666666667,Female,Nigeria
NNS1008,8.880145,7.65888833333333,Sasso,327.5625,-339.85,2688.33333333333,8663.33333333333,Male,Nigeria
NNS1009,8.880265,7.65842166666667,Sasso,292.96875,260.5,750.833333333333,1354.38888888889,Female,Nigeria
NNS1009,8.880265,7.65842166666667,Sasso,292.6171875,-158,1350,3600,Male,Nigeria
NNS1010,8.89024833333333,7.65639333333333,Sasso,325.3125,-479.166666666667,969.166666666667,1172.88888888889,Female,Nigeria
NNS1011,8.88010166666667,7.65967166666667,Sasso,174.140625,-95,919.583333333333,1558.27777777778,Female,Nigeria
